id,country,location_name,latitude,longitude,timezone
27390,Luxembourg,Luxembourg,49.61,6.13,Europe/Luxembourg
27391,Madagascar,Antananarivo,-18.92,47.52,Indian/Antananarivo
27392,Malawi,Lilongwe,-13.98,33.78,Africa/Blantyre
27393,Malaysia,Kuala Lumpur,3.17,101.7,Asia/Kuala_Lumpur
27394,Maldives,Farukolhufunadhoo,6.15,73.27,Indian/Maldives
27395,Mali,Bamako,12.65,-8.0,Africa/Bamako
27396,Malta,Valletta,35.9,14.51,Europe/Malta
27397,Marshall Islands,Majuro,7.1,171.38,Pacific/Majuro
27398,Mauritania,Nouakchott,18.09,-15.98,Africa/Nouakchott
27399,Mauritius,Port Louis,-20.16,57.5,Indian/Mauritius
27400,Mexico,Mexico City,19.43,-99.13,America/Mexico_City
27401,Micronesia,Palikir,6.92,158.15,Pacific/Pohnpei
27402,Iran,Chi Chi Khvar,36.26,46.59,Asia/Tehran
27403,Monaco,Monaco,43.73,7.42,Europe/Monaco
27404,Mongolia,Ulaanbaatar,47.92,106.92,Asia/Ulaanbaatar
27405,Montenegro,Podgorica,42.44,19.26,Europe/Podgorica
27406,Morocco,Rabat,34.03,-6.84,Africa/Casablanca
27407,Mozambique,Maputo,-25.97,32.59,Africa/Maputo
27408,Myanmar,Bago,17.33,96.48,Asia/Yangon
27409,Namibia,Windhoek,-22.57,17.08,Africa/Windhoek
27410,Turkey,Yaren,39.55,27.62,Europe/Istanbul
27411,Nepal,Kathmandu,27.72,85.32,Asia/Kathmandu
27412,Netherlands,Amsterdam,52.37,4.89,Europe/Amsterdam
27413,New Zealand,Wellington,-41.3,174.78,Pacific/Auckland
27414,Nicaragua,Managua,12.15,-86.27,America/Managua
27415,Niger,Niamey,13.52,2.12,Africa/Niamey
27416,Nigeria,Abuja,9.18,7.18,Africa/Lagos
27417,North Korea,Pyongyang,39.02,125.75,Asia/Pyongyang
27418,Macedonia,Skopje,42.0,21.43,Europe/Skopje
27419,Norway,Oslo,59.92,10.75,Europe/Oslo
27420,Oman,Muscat,23.61,58.59,Asia/Muscat
27421,Pakistan,Islamabad,33.7,73.17,Asia/Karachi
27422,Palau,Adkip,7.36,134.51,Pacific/Palau
27423,Bolivia,National,-11.18,-67.08,America/La_Paz
27424,Panama,Panama City,8.97,-79.53,America/Panama
27425,Papua New Guinea,Port Moresby,-9.46,147.19,Pacific/Port_Moresby
27426,Paraguay,Pasto,-19.45,-61.15,America/La_Paz
27427,Peru,Lima,-12.05,-77.05,America/Lima
27428,Philippines,Manila,14.6,120.98,Asia/Manila
27429,Poland,Warsaw,52.25,21.0,Europe/Warsaw
27430,Portugal,Lisbon,38.72,-9.13,Europe/Lisbon
27431,Qatar,Doha,25.29,51.53,Asia/Qatar
27432,Romania,Bucharest,44.43,26.1,Europe/Bucharest
27433,Russia,Moscow,55.75,37.62,Europe/Moscow
27434,Rwanda,Kigali,-1.95,30.06,Africa/Kigali
27435,Saint Kitts and Nevis,Basseterre,17.3,-62.72,America/St_Kitts
27436,Saint Lucia,Castries,14.0,-61.0,America/St_Lucia
27437,Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,America/St_Vincent
27438,Samoa,Apia,-13.83,-171.73,Pacific/Apia
27439,San Marino,San Marino,43.93,12.45,Europe/Rome
27440,Switzerland,S-Chanf,46.62,9.98,Europe/Zurich
27441,Saudi Arabia,Riyadh,24.64,46.77,Asia/Riyadh
27442,Senegal,Dakar,14.67,-17.44,Africa/Dakar
27443,Serbia,Belgrade,44.8,20.47,Europe/Belgrade
27444,Seychelles Islands,Victoria,-4.62,55.45,Indian/Mahe
27445,Sierra Leone,Freetown,8.49,-13.23,Africa/Freetown
27446,Singapore,Singapore,1.29,103.86,Asia/Singapore
27447,Slovakia,Bratislava,48.15,17.12,Europe/Bratislava
27448,Slovenia,Ljubljana,46.06,14.51,Europe/Ljubljana
27449,Solomon Islands,Honiara,-9.43,159.95,Pacific/Guadalcanal
27450,Somalia,Mogadishu,2.07,45.37,Africa/Mogadishu
27451,South Africa,Pretoria,-25.75,28.19,Africa/Johannesburg
27452,South Korea,Seoul,37.57,127.0,Asia/Seoul
27453,Sudan,Juba,12.15,24.45,Africa/Khartoum
27454,Spain,Madrid,40.4,-3.68,Europe/Madrid
27455,Sri Lanka,Colombo,6.93,79.85,Asia/Colombo
27456,Sudan,Khartoum,15.59,32.53,Africa/Khartoum
27457,Suriname,Paramaribo,5.83,-55.17,America/Paramaribo
27458,Sweden,Stockholm,59.33,18.05,Europe/Stockholm
27459,Switzerland,Bern,46.92,7.47,Europe/Zurich
27460,Syria,Damascus,33.5,36.3,Asia/Damascus
27461,Tajikistan,Dushanbe,38.56,68.77,Asia/Dushanbe
27462,Tanzania,Dodoma,-6.18,35.75,Africa/Dar_es_Salaam
27463,Thailand,Bangkok,13.75,100.52,Asia/Bangkok
27464,Timor-Leste,Dili,-8.56,125.57,Asia/Dili
27465,Bulgaria,Lom,43.81,23.24,Europe/Bucharest
27466,Tonga,Nuku`Aloia,-21.13,-175.2,Pacific/Tongatapu
27467,Trinidad and Tobago,Port Of Spain,10.65,-61.52,America/Port_of_Spain
27468,Tunisia,Tunis,36.8,10.18,Africa/Tunis
27469,Turkey,Ankara,39.93,32.86,Europe/Istanbul
27470,Turkmenistan,Ashgabat,37.95,58.38,Asia/Ashgabat
27471,Tuvalu,Funafuti,-8.52,179.22,Pacific/Funafuti
27472,Uganda,Kampala,0.32,32.57,Africa/Kampala
27473,Ukraine,Kyiv,50.43,30.52,Europe/Kiev
27474,United Arab Emirates,Abu Dhabi,24.47,54.37,Asia/Dubai
27475,United Kingdom,London,51.52,-0.11,Europe/London
27476,United States of America,Washington Harbor,48.08,-123.04,America/Los_Angeles
27477,Uruguay,Montevideo,-34.86,-56.17,America/Montevideo
27478,Uzbekistan,Tashkent,41.32,69.25,Asia/Tashkent
27479,Vanuatu,Port Vila,-17.73,168.32,Pacific/Efate
27480,Venezuela,Caracas,10.5,-66.92,America/Caracas
27481,Vietnam,Hanoi,21.03,105.85,Asia/Bangkok
27482,Yemen,Sanaa,15.35,44.21,Asia/Aden
27483,Zambia,Lusaka,-15.42,28.28,Africa/Lusaka
27484,Zimbabwe,Harare,-17.82,31.04,Africa/Harare
27485,Afghanistan,Kabul,34.52,69.18,Asia/Kabul
27486,Albania,Tirana,41.33,19.82,Europe/Tirane
27487,Algeria,Algiers,36.76,3.05,Africa/Algiers
27488,Andorra,Andorra La Vella,42.5,1.52,Europe/Andorra
27489,Angola,Luanda,-8.84,13.23,Africa/Luanda
27490,Antigua and Barbuda,Saint John's,17.12,-61.85,America/Antigua
27491,Argentina,Buenos Aires,-34.59,-58.67,America/Argentina/Buenos_Aires
27492,Armenia,Yerevan,40.18,44.51,Asia/Yerevan
27493,Australia,Canberra,-35.28,149.22,Australia/Sydney
27494,Austria,Vienna,48.2,16.37,Europe/Vienna
27495,Azerbaijan,Baku,40.4,49.88,Asia/Baku
27496,Bahamas,Nassau,25.08,-77.35,America/Nassau
27497,Bahrain,Manama,26.24,50.58,Asia/Bahrain
27498,Bangladesh,Dhaka,23.72,90.41,Asia/Dhaka
27499,Barbados,Bridgetown,13.1,-59.62,America/Barbados
27500,Belarus,Minsk,53.9,27.57,Europe/Minsk
27501,Belgium,Brussels,50.83,4.33,Europe/Brussels
27502,Belize,Belmopan,17.25,-88.77,America/Belize
27503,Benin,Porto-Novo,6.48,2.62,Africa/Porto-Novo
27504,Bhutan,Thimphu,27.48,89.6,Asia/Thimphu
27505,Bolivia,Sucre,-19.04,-65.26,America/La_Paz
27506,Bosnia and Herzegovina,Sarajevo,43.85,18.38,Europe/Sarajevo
27507,Botswana,Gaborone,-24.65,25.91,Africa/Gaborone
27508,Brazil,Bras,-2.08,-58.17,America/Manaus
27509,Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,Asia/Brunei
27510,Bulgaria,Sofia,42.68,23.32,Europe/Sofia
27511,Burkina Faso,Ouagadougou,12.37,-1.52,Africa/Ouagadougou
27512,Burundi,Bujumbura,-3.38,29.36,Africa/Bujumbura
27513,Madagascar,Ivory,-24.37,46.45,Indian/Antananarivo
27514,Cape Verde,Praia,14.93,-23.51,Atlantic/Cape_Verde
27515,Cambodia,Phnom Penh,11.55,104.92,Asia/Phnom_Penh
27516,Cameroon,Yaounde,3.87,11.52,Africa/Douala
27517,Canada,Ottawa,45.42,-75.7,America/Toronto
27518,Central African Republic,Bangui,4.37,18.58,Africa/Bangui
27519,Chad,N'djamena,12.11,15.05,Africa/Douala
27520,Chile,Santiago,-33.45,-70.67,America/Santiago
27521,China,Beijing,39.93,116.39,Asia/Shanghai
27522,Bulgaria,Bogot,43.32,24.7,Europe/Sofia
27523,Comoros,Moroni,-11.7,43.24,Indian/Comoro
27524,Congo,Brazzaville,-4.26,15.28,Africa/Brazzaville
27525,Costa Rica,San Rafael,9.88,-84.08,America/Costa_Rica
27526,Croatia,Zagreb,45.8,16.0,Europe/Zagreb
27527,Cuba,Havana,23.13,-82.36,America/Havana
27528,Cyprus,Nicosia,35.17,33.37,Asia/Famagusta
27529,Czech Republic,Prague,50.08,14.47,Europe/Prague
27530,Democratic Republic of Congo,Kinshasa,-4.3,15.3,Africa/Brazzaville
27531,Denmark,Copenhagen,55.67,12.58,Europe/Copenhagen
27532,Djibouti,Djibouti,11.6,43.15,Africa/Djibouti
27533,Dominica,Roseau,15.3,-61.4,America/Dominica
27534,Dominican Republic,Santo Domingo,18.47,-69.9,America/Santo_Domingo
27535,Ecuador,Quito,-0.22,-78.5,America/Guayaquil
27536,Egypt,Cairo,30.05,31.25,Africa/Cairo
27537,El Salvador,San Salvador,13.71,-89.2,America/El_Salvador
27538,Equatorial Guinea,Malabo,3.75,8.78,Africa/Malabo
27539,Eritrea,Asmara,15.33,38.93,Africa/Asmara
27540,Estonia,Tallinn,59.43,24.73,Europe/Tallinn
27541,Swaziland,Mbabane,-26.32,31.13,Africa/Mbabane
27542,Ethiopia,Addis Ababa,9.03,38.7,Africa/Addis_Ababa
27543,Fiji Islands,Suva,-18.13,178.42,Pacific/Fiji
27544,Finland,Helsinki,60.18,24.93,Europe/Helsinki
27545,France,Paris,48.87,2.33,Europe/Paris
27546,Gabon,Libreville,0.38,9.45,Africa/Libreville
27547,Gambia,Banjul,13.45,-16.58,Africa/Banjul
27548,Georgia,Tbilisi,41.73,44.79,Asia/Tbilisi
27549,Germany,Berlin,52.52,13.4,Europe/Berlin
27550,Ghana,Accra,5.55,-0.22,Africa/Accra
27551,Greece,Athens,37.98,23.72,Europe/Athens
27552,Grenada,Saint George's,12.05,-61.75,America/Grenada
27553,Guatemala,Guatemala City,14.62,-90.53,America/Guatemala
27554,Guinea,Conakry,9.51,-13.71,Africa/Conakry
27555,Guinea-Bissau,Bissau,11.85,-15.58,Africa/Bissau
27556,Guyana,Georgetown,6.8,-58.17,America/Guyana
27557,Haiti,Port-Au-Prince,18.54,-72.34,America/Port-au-Prince
27558,Vatican City,Vatican City,41.9,12.45,Europe/Rome
27559,Honduras,Tegucigalpa,14.1,-87.22,America/Tegucigalpa
27560,Hungary,Budapest,47.5,19.08,Europe/Budapest
27561,Iceland,Grindavik,63.83,-22.43,Atlantic/Reykjavik
27562,India,New Delhi,28.6,77.2,Asia/Kolkata
27563,Indonesia,Jakarta,-6.21,106.85,Asia/Jakarta
27564,Iran,Tehran,35.73,51.33,Asia/Tehran
27565,Iraq,Baghdad,33.34,44.39,Asia/Baghdad
27566,Ireland,Dublin,53.33,-6.25,Europe/Dublin
27567,Israel,Jerusalem,31.78,35.23,Asia/Jerusalem
27568,Italy,Rome,41.9,12.48,Europe/Rome
27569,Jamaica,Norman Gardens,17.97,-76.75,America/Jamaica
27570,Japan,Tokyo,35.69,139.69,Asia/Tokyo
27571,Jordan,Amman,31.95,35.93,Asia/Amman
27572,Kazakhstan,Astana,51.18,71.43,Asia/Almaty
27573,Kenya,Nairobi,-1.28,36.82,Africa/Nairobi
27574,Kiribati,Tarawa,-0.88,169.53,Pacific/Tarawa
27575,Kuwait,Kuwait City,29.37,47.96,Asia/Kuwait
27576,Kyrghyzstan,Bishkek,42.87,74.6,Asia/Bishkek
27577,Indonesia,Laos,-8.18,114.32,Asia/Jakarta
27578,Latvia,Riga,56.95,24.1,Europe/Riga
27579,Lebanon,Beirut,33.87,35.51,Asia/Beirut
27580,Lesotho,Maseru,-29.32,27.48,Africa/Johannesburg
27581,Liberia,Monrovia,6.31,-10.8,Africa/Monrovia
27582,Thailand,Nan,18.78,100.78,Asia/Bangkok
27583,Liechtenstein,Vaduz,47.13,9.52,Europe/Vaduz
27584,Lithuania,Vilnius,54.68,25.32,Europe/Vilnius
27585,Luxembourg,Luxembourg,49.61,6.13,Europe/Luxembourg
27586,Madagascar,Antananarivo,-18.92,47.52,Indian/Antananarivo
27587,Malawi,Lilongwe,-13.98,33.78,Africa/Blantyre
27588,Malaysia,Kuala Lumpur,3.17,101.7,Asia/Kuala_Lumpur
27589,Maldives,Felidhoo,3.48,73.53,Indian/Maldives
27590,Mali,Bamako,12.65,-8.0,Africa/Bamako
27591,Malta,Valletta,35.9,14.51,Europe/Malta
27592,Marshall Islands,Majuro,7.1,171.38,Pacific/Majuro
27593,Mauritania,Nouakchott,18.09,-15.98,Africa/Nouakchott
27594,Mauritius,Port Louis,-20.16,57.5,Indian/Mauritius
27595,Mexico,Mexico City,19.43,-99.13,America/Mexico_City
27596,Micronesia,Palikir,6.92,158.15,Pacific/Pohnpei
27597,Iran,Chi Chi Khvar,36.26,46.59,Asia/Tehran
27598,Monaco,Monaco,43.73,7.42,Europe/Monaco
27599,Mongolia,Ulaanbaatar,47.92,106.92,Asia/Ulaanbaatar
27600,Montenegro,Podgorica,42.44,19.26,Europe/Podgorica
27601,Morocco,Rabat,34.03,-6.84,Africa/Casablanca
27602,Mozambique,Maputo,-25.97,32.59,Africa/Maputo
27603,Myanmar,Bago,17.33,96.48,Asia/Yangon
27604,Namibia,Windhoek,-22.57,17.08,Africa/Windhoek
27605,Turkey,Yaren,39.55,27.62,Europe/Istanbul
27606,Nepal,Kathmandu,27.72,85.32,Asia/Kathmandu
27607,Netherlands,Amsterdam,52.37,4.89,Europe/Amsterdam
27608,New Zealand,Wellington,-41.3,174.78,Pacific/Auckland
27609,Nicaragua,Managua,12.15,-86.27,America/Managua
27610,Niger,Niamey,13.52,2.12,Africa/Niamey
27611,Nigeria,Abuja,9.18,7.18,Africa/Lagos
27612,North Korea,Pyongyang,39.02,125.75,Asia/Pyongyang
27613,Macedonia,Skopje,42.0,21.43,Europe/Skopje
27614,Norway,Oslo,59.92,10.75,Europe/Oslo
27615,Oman,Muscat,23.61,58.59,Asia/Muscat
27616,Pakistan,Islamabad,33.7,73.17,Asia/Karachi
27617,Palau,Adkip,7.36,134.51,Pacific/Palau
27618,Bolivia,National,-11.18,-67.08,America/La_Paz
27619,Panama,Panama City,8.97,-79.53,America/Panama
27620,Papua New Guinea,Port Moresby,-9.46,147.19,Pacific/Port_Moresby
27621,Paraguay,Gimenez,-20.07,-58.22,America/Asuncion
27622,Peru,Lima,-12.05,-77.05,America/Lima
27623,Philippines,Manila,14.6,120.98,Asia/Manila
27624,Poland,Warsaw,52.25,21.0,Europe/Warsaw
27625,Portugal,Lisbon,38.72,-9.13,Europe/Lisbon
27626,Qatar,Doha,25.29,51.53,Asia/Qatar
27627,Romania,Bucharest,44.43,26.1,Europe/Bucharest
27628,Russia,Moscow,55.75,37.62,Europe/Moscow
27629,Rwanda,Kigali,-1.95,30.06,Africa/Kigali
27630,Saint Kitts and Nevis,Basseterre,17.3,-62.72,America/St_Kitts
27631,Saint Lucia,Castries,14.0,-61.0,America/St_Lucia
27632,Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,America/St_Vincent
27633,Samoa,Apia,-13.83,-171.73,Pacific/Apia
27634,San Marino,San Marino,43.93,12.45,Europe/Rome
27635,Belgium,'S-Gravenwezel,51.27,4.55,Europe/Brussels
27636,Saudi Arabia,Riyadh,24.64,46.77,Asia/Riyadh
27637,Senegal,Dakar,14.67,-17.44,Africa/Dakar
27638,Serbia,Belgrade,44.8,20.47,Europe/Belgrade
27639,Seychelles Islands,Victoria,-4.62,55.45,Indian/Mahe
27640,Sierra Leone,Freetown,8.49,-13.23,Africa/Freetown
27641,Singapore,Singapore,1.29,103.86,Asia/Singapore
27642,Slovakia,Bratislava,48.15,17.12,Europe/Bratislava
27643,Slovenia,Ljubljana,46.06,14.51,Europe/Ljubljana
27644,Solomon Islands,Honiara,-9.43,159.95,Pacific/Guadalcanal
27645,Somalia,Mogadishu,2.07,45.37,Africa/Mogadishu
27646,South Africa,Pretoria,-25.75,28.19,Africa/Johannesburg
27647,South Korea,Seoul,37.57,127.0,Asia/Seoul
27648,Sudan,Juba,12.15,24.45,Africa/Khartoum
27649,Spain,Madrid,40.4,-3.68,Europe/Madrid
27650,Sri Lanka,Colombo,6.93,79.85,Asia/Colombo
27651,Sudan,Khartoum,15.59,32.53,Africa/Khartoum
27652,Suriname,Paramaribo,5.83,-55.17,America/Paramaribo
27653,Sweden,Stockholm,59.33,18.05,Europe/Stockholm
27654,Switzerland,Bern,46.92,7.47,Europe/Zurich
27655,Syria,Damascus,33.5,36.3,Asia/Damascus
27656,Tajikistan,Dushanbe,38.56,68.77,Asia/Dushanbe
27657,Tanzania,Dodoma,-6.18,35.75,Africa/Dar_es_Salaam
27658,Thailand,Bangkok,13.75,100.52,Asia/Bangkok
27659,Timor-Leste,Dili,-8.56,125.57,Asia/Dili
27660,Bulgaria,Lom,43.81,23.24,Europe/Bucharest
27661,Tonga,Nuku`Aloia,-21.13,-175.2,Pacific/Tongatapu
27662,Trinidad and Tobago,Port Of Spain,10.65,-61.52,America/Port_of_Spain
27663,Tunisia,Tunis,36.8,10.18,Africa/Tunis
27664,Turkey,Ankara,39.93,32.86,Europe/Istanbul
27665,Turkmenistan,Ashgabat,37.95,58.38,Asia/Ashgabat
27666,Tuvalu,Funafuti,-8.52,179.22,Pacific/Funafuti
27667,Uganda,Kampala,0.32,32.57,Africa/Kampala
27668,Ukraine,Kyiv,50.43,30.52,Europe/Kiev
27669,United Arab Emirates,Abu Dhabi,24.47,54.37,Asia/Dubai
27670,United Kingdom,London,51.52,-0.11,Europe/London
27671,United States of America,Washington Park,46.6,-120.49,America/Los_Angeles
27672,Uruguay,Montevideo,-34.86,-56.17,America/Montevideo
27673,Uzbekistan,Tashkent,41.32,69.25,Asia/Tashkent
27674,Vanuatu,Port Vila,-17.73,168.32,Pacific/Efate
27675,Venezuela,Caracas,10.5,-66.92,America/Caracas
27676,Vietnam,Hanoi,21.03,105.85,Asia/Bangkok
27677,Yemen,Sanaa,15.35,44.21,Asia/Aden
27678,Zambia,Lusaka,-15.42,28.28,Africa/Lusaka
27679,Zimbabwe,Harare,-17.82,31.04,Africa/Harare
27680,Afghanistan,Kabul,34.52,69.18,Asia/Kabul
27681,Albania,Tirana,41.33,19.82,Europe/Tirane
27682,Algeria,Algiers,36.76,3.05,Africa/Algiers
27683,Andorra,Andorra La Vella,42.5,1.52,Europe/Andorra
27684,Angola,Luanda,-8.84,13.23,Africa/Luanda
27685,Antigua and Barbuda,Saint John's,17.12,-61.85,America/Antigua
27686,Argentina,Buenos Aires,-34.59,-58.67,America/Argentina/Buenos_Aires
27687,Armenia,Yerevan,40.18,44.51,Asia/Yerevan
27688,Australia,Canberra,-35.28,149.22,Australia/Sydney
27689,Austria,Vienna,48.2,16.37,Europe/Vienna
27690,Azerbaijan,Baku,40.4,49.88,Asia/Baku
27691,Bahamas,Nassau,25.08,-77.35,America/Nassau
27692,Bahrain,Manama,26.24,50.58,Asia/Bahrain
27693,Bangladesh,Dhaka,23.72,90.41,Asia/Dhaka
27694,Barbados,Bridgetown,13.1,-59.62,America/Barbados
27695,Belarus,Minsk,53.9,27.57,Europe/Minsk
27696,Belgium,Brussels,50.83,4.33,Europe/Brussels
27697,Belize,Belmopan,17.25,-88.77,America/Belize
27698,Benin,Porto-Novo,6.48,2.62,Africa/Porto-Novo
27699,Bhutan,Thimphu,27.48,89.6,Asia/Thimphu
27700,Bolivia,Sucre,-19.04,-65.26,America/La_Paz
27701,Bosnia and Herzegovina,Sarajevo,43.85,18.38,Europe/Sarajevo
27702,Botswana,Gaborone,-24.65,25.91,Africa/Gaborone
27703,Brazil,Bras,-2.08,-58.17,America/Manaus
27704,Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,Asia/Brunei
27705,Bulgaria,Sofia,42.68,23.32,Europe/Sofia
27706,Burkina Faso,Ouagadougou,12.37,-1.52,Africa/Ouagadougou
27707,Burundi,Bujumbura,-3.38,29.36,Africa/Bujumbura
27708,Madagascar,Ivory,-24.37,46.45,Indian/Antananarivo
27709,Cape Verde,Praia,14.93,-23.51,Atlantic/Cape_Verde
27710,Cambodia,Phnom Penh,11.55,104.92,Asia/Phnom_Penh
27711,Cameroon,Douala,4.05,9.7,Africa/Douala
27712,Canada,Ottawa,45.42,-75.7,America/Toronto
27713,Central African Republic,Bangui,4.37,18.58,Africa/Bangui
27714,Chad,N'djamena,12.11,15.05,Africa/Douala
27715,Chile,Santiago,-33.45,-70.67,America/Santiago
27716,China,Beijing,39.93,116.39,Asia/Shanghai
27717,Hungary,Bogot,47.25,16.83,Europe/Budapest
27718,Comoros,Moroni,-11.7,43.24,Indian/Comoro
27719,Congo,Brazzaville,-4.26,15.28,Africa/Brazzaville
27720,Costa Rica,San Juan,9.97,-84.08,America/Costa_Rica
27721,Croatia,Zagreb,45.8,16.0,Europe/Zagreb
27722,Cuba,Havana,23.13,-82.36,America/Havana
27723,Cyprus,Nicosia,35.17,33.37,Asia/Famagusta
27724,Czech Republic,Prague,50.08,14.47,Europe/Prague
27725,Democratic Republic of Congo,Kinshasa,-4.3,15.3,Africa/Brazzaville
27726,Denmark,Copenhagen,55.67,12.58,Europe/Copenhagen
27727,Djibouti,Djibouti,11.6,43.15,Africa/Djibouti
27728,Dominica,Roseau,15.3,-61.4,America/Dominica
27729,Dominican Republic,Santo Domingo,18.47,-69.9,America/Santo_Domingo
27730,Ecuador,Quito,-0.22,-78.5,America/Guayaquil
27731,Egypt,Cairo,30.05,31.25,Africa/Cairo
27732,El Salvador,San Salvador,13.71,-89.2,America/El_Salvador
27733,Equatorial Guinea,Malabo,3.75,8.78,Africa/Malabo
27734,Eritrea,Asmara,15.33,38.93,Africa/Asmara
27735,Estonia,Tallinn,59.43,24.73,Europe/Tallinn
27736,Senegal,Mbabane,14.48,-15.27,Africa/Dakar
27737,Ethiopia,Addis Ababa,9.03,38.7,Africa/Addis_Ababa
27738,Fiji Islands,Suva,-18.13,178.42,Pacific/Fiji
27739,Finland,Helsinki,60.18,24.93,Europe/Helsinki
27740,France,Paris,48.87,2.33,Europe/Paris
27741,Gabon,Libreville,0.38,9.45,Africa/Libreville
27742,Gambia,Banjul,13.45,-16.58,Africa/Banjul
27743,Georgia,Tbilisi,41.73,44.79,Asia/Tbilisi
27744,Germany,Berlin,52.52,13.4,Europe/Berlin
27745,Ghana,Accra,5.55,-0.22,Africa/Accra
27746,Greece,Athens,37.98,23.72,Europe/Athens
27747,Grenada,Saint George's,12.05,-61.75,America/Grenada
27748,Guatemala,Guatemala City,14.62,-90.53,America/Guatemala
27749,Guinea,Conakry,9.51,-13.71,Africa/Conakry
27750,Guinea-Bissau,Bissau,11.85,-15.58,Africa/Bissau
27751,Guyana,Georgetown,6.8,-58.17,America/Guyana
27752,Haiti,Port-Au-Prince,18.54,-72.34,America/Port-au-Prince
27753,Vatican City,Vatican City,41.9,12.45,Europe/Rome
27754,Honduras,Tegucigalpa,14.1,-87.22,America/Tegucigalpa
27755,Hungary,Budapest,47.5,19.08,Europe/Budapest
27756,Iceland,Kopavogur,64.1,-21.92,Atlantic/Reykjavik
27757,India,New Delhi,28.6,77.2,Asia/Kolkata
27758,Indonesia,Jakarta,-6.21,106.85,Asia/Jakarta
27759,Iran,Tehran,35.73,51.33,Asia/Tehran
27760,Iraq,Baghdad,33.34,44.39,Asia/Baghdad
27761,Ireland,Dublin,53.33,-6.25,Europe/Dublin
27762,Israel,Jerusalem,31.78,35.23,Asia/Jerusalem
27763,Italy,Rome,41.9,12.48,Europe/Rome
27764,Jamaica,Norman Gardens,17.97,-76.75,America/Jamaica
27765,Japan,Tokyo,35.69,139.69,Asia/Tokyo
27766,Jordan,Amman,31.95,35.93,Asia/Amman
27767,Kazakhstan,Astana,51.18,71.43,Asia/Almaty
27768,Kenya,Nairobi,-1.28,36.82,Africa/Nairobi
27769,Kiribati,Tarawa,-0.88,169.53,Pacific/Tarawa
27770,Kuwait,Kuwait City,29.37,47.96,Asia/Kuwait
27771,Kyrghyzstan,Bishkek,42.87,74.6,Asia/Bishkek
27772,Indonesia,Laos,-8.18,114.32,Asia/Jakarta
27773,Latvia,Riga,56.95,24.1,Europe/Riga
27774,Lebanon,Beirut,33.87,35.51,Asia/Beirut
27775,Lesotho,Maseru,-29.32,27.48,Africa/Johannesburg
27776,Liberia,Monrovia,6.31,-10.8,Africa/Monrovia
27777,Thailand,Nan,18.78,100.78,Asia/Bangkok
27778,Liechtenstein,Vaduz,47.13,9.52,Europe/Vaduz
27779,Lithuania,Vilnius,54.68,25.32,Europe/Vilnius
27780,Luxembourg,Luxembourg,49.61,6.13,Europe/Luxembourg
27781,Madagascar,Antananarivo,-18.92,47.52,Indian/Antananarivo
27782,Malawi,Lilongwe,-13.98,33.78,Africa/Blantyre
27783,Malaysia,Kuala Lumpur,3.17,101.7,Asia/Kuala_Lumpur
27784,Maldives,Farukolhufunadhoo,6.15,73.27,Indian/Maldives
27785,Mali,Bamako,12.65,-8.0,Africa/Bamako
27786,Malta,Valletta,35.9,14.51,Europe/Malta
27787,Marshall Islands,Majuro,7.1,171.38,Pacific/Majuro
27788,Mauritania,Nouakchott,18.09,-15.98,Africa/Nouakchott
27789,Mauritius,Port Louis,-20.16,57.5,Indian/Mauritius
27790,Mexico,Mexico City,19.43,-99.13,America/Mexico_City
27791,Micronesia,Palikir,6.92,158.15,Pacific/Pohnpei
27792,Iran,Chi Chi Khvar,36.26,46.59,Asia/Tehran
27793,Monaco,Monaco,43.73,7.42,Europe/Monaco
27794,Mongolia,Ulaanbaatar,47.92,106.92,Asia/Ulaanbaatar
27795,Montenegro,Podgorica,42.44,19.26,Europe/Podgorica
27796,Morocco,Rabat,34.03,-6.84,Africa/Casablanca
27797,Mozambique,Maputo,-25.97,32.59,Africa/Maputo
27798,Myanmar,Bago,17.33,96.48,Asia/Yangon
27799,Namibia,Windhoek,-22.57,17.08,Africa/Windhoek
27800,Turkey,Yaren,39.55,27.62,Europe/Istanbul
27801,Nepal,Kathmandu,27.72,85.32,Asia/Kathmandu
27802,Netherlands,Amsterdam,52.37,4.89,Europe/Amsterdam
27803,New Zealand,Wellington,-41.3,174.78,Pacific/Auckland
27804,Nicaragua,Managua,12.15,-86.27,America/Managua
27805,Niger,Niamey,13.52,2.12,Africa/Niamey
27806,Nigeria,Abuja,9.18,7.18,Africa/Lagos
27807,North Korea,Pyongyang,39.02,125.75,Asia/Pyongyang
27808,Macedonia,Skopje,42.0,21.43,Europe/Skopje
27809,Norway,Oslo,59.92,10.75,Europe/Oslo
27810,Oman,Muscat,23.61,58.59,Asia/Muscat
27811,Pakistan,Islamabad,33.7,73.17,Asia/Karachi
27812,Palau,Adkip,7.36,134.51,Pacific/Palau
27813,Bolivia,National,-11.18,-67.08,America/La_Paz
27814,Panama,Panama City,8.97,-79.53,America/Panama
27815,Papua New Guinea,Port Moresby,-9.46,147.19,Pacific/Port_Moresby
27816,Paraguay,Pasto,-19.45,-61.15,America/La_Paz
27817,Peru,Lima,-12.05,-77.05,America/Lima
